affiliateid,orgid,pacid,cycle,CID,FirstLastP,Contrib,Indivs,Pacs,Total,Rank,CRPICO,ReleaseDate,NetRcpts
"",D000065181,"",2022,N00013873,John Boozman (R),Votesane PAC,176992,0,176992,1,I,2022-10-28 00:00:00 +0000,7378155.2
"","",C00699470,2022,N00013873,John Boozman (R),Pro-Israel America PAC,64500,0,64500,2,I,2022-10-28 00:00:00 +0000,7378155.2
"","",C00166553,2022,N00013873,John Boozman (R),Stephens Inc,44350,10000,54350,3,I,2022-10-28 00:00:00 +0000,7378155.2
"","","",2022,N00013873,John Boozman (R),2022 Senators Classic,49100,0,49100,4,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000000460,"",2022,N00013873,John Boozman (R),Tyson Foods,28750,10000,38750,5,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000035735,"",2022,N00013873,John Boozman (R),McKee Foods,33800,0,33800,6,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000000367,"",2022,N00013873,John Boozman (R),Walmart Inc,22930,10000,32930,7,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000000317,"",2022,N00013873,John Boozman (R),General Atomics,23300,5000,28300,8,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000000321,"",2022,N00013873,John Boozman (R),NextEra Energy,20000,5000,25000,9,I,2022-10-28 00:00:00 +0000,7378155.2
"","","",2022,N00013873,John Boozman (R),FTX.US,23200,0,23200,10,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000022158,"",2022,N00013873,John Boozman (R),NorPAC,22500,0,22500,11,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000029205,"",2022,N00013873,John Boozman (R),Stephens Group,22200,0,22200,12,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000000724,"",2022,N00013873,John Boozman (R),"Brownstein, Hyatt et al",10800,9000,19800,13,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000000461,"",2022,N00013873,John Boozman (R),Comcast Corp,9500,10000,19500,14,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000021939,"",2022,N00013873,John Boozman (R),Cornerstone Government Affairs,19450,0,19450,15,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000022304,"",2022,N00013873,John Boozman (R),Van Scoyoc Assoc,14900,3623,18523,16,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000037784,"",2022,N00013873,John Boozman (R),Starkey Hearing Technologies,17400,0,17400,17,I,2022-10-28 00:00:00 +0000,7378155.2
"","","",2022,N00013873,John Boozman (R),Maxwell Hardwood Flooring,16900,0,16900,18,I,2022-10-28 00:00:00 +0000,7378155.2
"","","",2022,N00013873,John Boozman (R),Energy Transfer LP,15922,0,15922,19,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000021873,"",2022,N00013873,John Boozman (R),Blackstone Group,15500,0,15500,20,I,2022-10-28 00:00:00 +0000,7378155.2
"",D000030647,"",2022,N00049023,Natalie James (D),University of Arkansas                  ,1035,0,1035,1,C,2022-10-28 00:00:00 +0000,72828.6
"","",C00719393,2022,N00049023,Natalie James (D),Warner Brothers Discovery,1000,0,1000,2,C,2022-10-28 00:00:00 +0000,72828.6
"","","",2022,N00049023,Natalie James (D),Petroleum Resources,1000,0,1000,3,C,2022-10-28 00:00:00 +0000,72828.6
"","","",2022,N00051304,Kenneth Cates (L),"",0,0,0,0,C,2022-10-28 00:00:00 +0000,0.0
"","","",2022,N00051305,Stuart F Shirrell (I),"",0,0,0,0,C,2022-10-28 00:00:00 +0000,0.0
"","","",2022,N00051306,"Richard ""Nap"" Gant (I)","",0,0,0,0,C,2022-10-28 00:00:00 +0000,0.0
"","","",2022,N00051307,James Garner (I),"",0,0,0,0,C,2022-10-28 00:00:00 +0000,0.0
