affiliateid,orgid,pacid,cycle,CID,FirstLastP,Contrib,Indivs,Pacs,Total,Rank,CRPICO,ReleaseDate,NetRcpts
"","","",2018,N00033226,Gary Johnson (L),Exida,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"",D000000277,"",2018,N00033226,Gary Johnson (L),Fluor Corp,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Guebert Bruckner Pc,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Macb,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"",D000022098,"",2018,N00033226,Gary Johnson (L),Massachusetts Institute of Technology,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"",D000000797,"",2018,N00033226,Gary Johnson (L),"Mintz, Levin et al",2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Tru G Wilhelm Inc,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),University of Texas Health Science Ctr/San Antonio,2700,0,2700,5,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Mantaro Partners,2500,0,2500,13,C,2019-06-10 00:00:00 +0000,395826.86
"",D000030685,"",2018,N00033226,Gary Johnson (L),University of Pittsburgh,2100,0,2100,14,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Geckos Bar & Tapas,2000,0,2000,15,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Metal Craft Co,2000,0,2000,15,C,2019-06-10 00:00:00 +0000,395826.86
"",D000036441,"",2018,N00033226,Gary Johnson (L),Overstock.Com,2000,0,2000,15,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Competitive Enterprise Institute,1500,0,1500,18,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),McC,1500,0,1500,18,C,2019-06-10 00:00:00 +0000,395826.86
"","","",2018,N00033226,Gary Johnson (L),Sbc Global Services,1500,0,1500,18,C,2019-06-10 00:00:00 +0000,395826.86
