affiliateid,orgid,pacid,cycle,CID,FirstLastP,Contrib,Indivs,Pacs,Total,Rank,CRPICO,ReleaseDate,NetRcpts
"","","",2018,N00032838,Joe Manchin (D),West Virginia State Democratic Exec Cmte,0,100000,100000,1,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000032285,"",2018,N00032838,Joe Manchin (D),Capital Group,86400,0,86400,2,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000027765,"",2018,N00032838,Joe Manchin (D),Mylan Inc,80425,0,80425,3,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000000085,"",2018,N00032838,Joe Manchin (D),Goldman Sachs,46000,10000,56000,4,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000022267,"",2018,N00032838,Joe Manchin (D),Steptoe & Johnson,43925,2500,46425,5,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000031026,"",2018,N00032838,Joe Manchin (D),Wexford Capital,45900,0,45900,6,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000022158,"",2018,N00032838,Joe Manchin (D),NorPAC,41800,0,41800,7,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000021890,"",2018,N00032838,Joe Manchin (D),Capital Group Companies,31700,10000,41700,8,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000031097,"",2018,N00032838,Joe Manchin (D),"Wilson, Sonsini et al",32400,0,32400,9,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000000461,"",2018,N00032838,Joe Manchin (D),Comcast Corp,17603,10000,27603,10,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000000769,"",2018,N00032838,Joe Manchin (D),"Paul, Weiss et al",27500,0,27500,11,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000025591,"",2018,N00032838,Joe Manchin (D),Drummond Co,19900,5000,24900,12,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000022194,"",2018,N00032838,Joe Manchin (D),"Power, Rogers & Smith",23450,0,23450,13,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000031606,"",2018,N00032838,Joe Manchin (D),Ares Management,21600,0,21600,14,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000000317,"",2018,N00032838,Joe Manchin (D),General Atomics,10450,10000,20450,15,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000032451,"",2018,N00032838,Joe Manchin (D),Centerview Partners,19900,0,19900,16,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000000207,"",2018,N00032838,Joe Manchin (D),Loews Corp,16200,2500,18700,17,I,2019-06-10 00:00:00 +0000,9375410.879999999
"","","",2018,N00032838,Joe Manchin (D),N3,17200,0,17200,18,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000021952,"",2018,N00032838,Joe Manchin (D),DCI Group,9000,8000,17000,19,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000036025,"",2018,N00032838,Joe Manchin (D),Mostyn Law Firm,16800,0,16800,20,I,2019-06-10 00:00:00 +0000,9375410.879999999
"",D000028985,"",2018,N00012642,Patrick Morrisey (R),Senate Conservatives Fund,182165,0,182165,1,C,2019-06-10 00:00:00 +0000,5633541.17
"",D000000763,"",2018,N00012642,Patrick Morrisey (R),Club for Growth,77501,0,77501,2,C,2019-06-10 00:00:00 +0000,5633541.17
