,firstname,lastname,party,amount,contributor,race
14,michael,bennet,democrat,27333,Council for a Livable World,COS1
15,michael,bennet,democrat,26100,Comcast Corp,COS1
16,michael,bennet,democrat,24950,University of California,COS1
17,michael,bennet,democrat,23700,Warner Brothers Discovery,COS1
18,michael,bennet,democrat,23200,Varana Capital,COS1
19,michael,bennet,democrat,23200,"Kleiner, Perkins et al",COS1
20,joe,o'dea,republican,64605,CEI Constructors,COS1
21,joe,o'dea,republican,27450,Transwest Automotive Group,COS1
22,joe,o'dea,republican,25200,Wagner Equipment,COS1
23,joe,o'dea,republican,23550,Concrete Express,COS1
24,joe,o'dea,republican,23550,Hensel Phelps Construction,COS1
25,joe,o'dea,republican,20735,Kiewit Corp,COS1
26,joe,o'dea,republican,19900,Bryan Construction,COS1
27,joe,o'dea,republican,17400,Agl Construction,COS1
28,joe,o'dea,republican,17400,Old Castle Sw Group,COS1
29,joe,o'dea,republican,17400,Sema Construction,COS1
30,joe,o'dea,republican,17250,Kelley Trucking,COS1
31,joe,o'dea,republican,14500,Hunt Companies,COS1
32,joe,o'dea,republican,13750,Coulson Excavating,COS1
33,joe,o'dea,republican,12855,Infinity Oil & Gas,COS1
34,joe,o'dea,republican,12070,Bt Construction,COS1
35,joe,o'dea,republican,11960,76 Group,COS1
36,joe,o'dea,republican,11600,Aimco,COS1
37,joe,o'dea,republican,11600,Capitol Peak Partners,COS1
38,joe,o'dea,republican,11600,Captiva Resources,COS1
39,joe,o'dea,republican,11600,Concrete Expressing,COS1
40,aaron,trevino,other,0,,COS1
41,teal'c,anderson,other,0,,COS1
42,frank,atwood,other,0,,COS1
43,clinton,dale,other,0,,COS1
0,heidi,heitkamp,democrat,131082,Google Inc,NDS2
1,heidi,heitkamp,democrat,124375,JStreetPAC,NDS2
2,heidi,heitkamp,democrat,116413,Motley Rice LLC,NDS2
3,heidi,heitkamp,democrat,99979,Goldman Sachs,NDS2
4,heidi,heitkamp,democrat,86100,Votesane PAC,NDS2
5,heidi,heitkamp,democrat,61913,Microsoft Corp,NDS2
6,heidi,heitkamp,democrat,59921,Citigroup Inc,NDS2
7,heidi,heitkamp,democrat,58981,General Electric,NDS2
8,heidi,heitkamp,democrat,53028,Signature Bank,NDS2
9,heidi,heitkamp,democrat,49800,Comprehensive Urology,NDS2
10,heidi,heitkamp,democrat,49230,BP,NDS2
11,heidi,heitkamp,democrat,49199,Stanford University,NDS2
12,heidi,heitkamp,democrat,47726,Capital Group,NDS2
13,heidi,heitkamp,democrat,46677,Sanford Health,NDS2
14,heidi,heitkamp,democrat,44420,Amazon.com,NDS2
15,heidi,heitkamp,democrat,44201,ConocoPhillips,NDS2
16,heidi,heitkamp,democrat,41821,Fidelity Investments,NDS2
17,heidi,heitkamp,democrat,40422,Facebook Inc,NDS2
18,heidi,heitkamp,democrat,39884,US Government,NDS2
19,heidi,heitkamp,democrat,38776,BNSF Railway,NDS2
20,kevin,cramer,republican,63900,Energy Transfer Partners,NDS2
21,kevin,cramer,republican,47400,National Republican Senatorial Cmte,NDS2
22,kevin,cramer,republican,44850,Ellingson Companies,NDS2
23,kevin,cramer,republican,32166,Alliance Coal,NDS2
24,kevin,cramer,republican,27550,State of North Dakota,NDS2
25,kevin,cramer,republican,27000,Blackstone Group,NDS2
26,kevin,cramer,republican,26500,Marathon Oil,NDS2
27,kevin,cramer,republican,21600,Alticor Inc,NDS2
28,kevin,cramer,republican,21600,Yancy Brothers Co,NDS2
29,kevin,cramer,republican,20400,Oasis Petroleum,NDS2
30,kevin,cramer,republican,19900,Mbi Energy Services,NDS2
31,kevin,cramer,republican,19200,DaVita Inc,NDS2
32,kevin,cramer,republican,18500,Jennmar Corp,NDS2
33,kevin,cramer,republican,18100,Devon Energy,NDS2
34,kevin,cramer,republican,17700,University of North Dakota,NDS2
35,kevin,cramer,republican,17600,Republican Jewish Coalition,NDS2
36,kevin,cramer,republican,16200,Cardon Global,NDS2
37,kevin,cramer,republican,16200,Freeman Spogli & Co,NDS2
38,kevin,cramer,republican,16200,TCW Group,NDS2
39,kevin,cramer,republican,16200,Tharaldson Hospitality,NDS2
0,christopher,s,democrat,151505,"Paul, Weiss et al",CTS1
1,christopher,s,democrat,97687,Yale University,CTS1
2,christopher,s,democrat,61405,JStreetPAC,CTS1
3,christopher,s,democrat,48743,JPMorgan Chase & Co                     ,CTS1
4,christopher,s,democrat,42995,Sullivan & Cromwell,CTS1
5,christopher,s,democrat,33460,Morgan Stanley,CTS1
6,christopher,s,democrat,31718,"Lieff, Cabraser et al",CTS1
7,christopher,s,democrat,30938,Charter Communications,CTS1
8,christopher,s,democrat,29635,Goldman Sachs,CTS1
9,christopher,s,democrat,27700,Simmons Hanly Conroy,CTS1
10,christopher,s,democrat,27274,Citigroup Inc,CTS1
11,christopher,s,democrat,25110,"Akin, Gump et al",CTS1
12,christopher,s,democrat,24805,General Electric,CTS1
13,christopher,s,democrat,24045,Pitney Bowes Inc,CTS1
14,christopher,s,democrat,23760,United Technologies,CTS1
15,christopher,s,democrat,22617,Aetna Inc,CTS1
16,christopher,s,democrat,22400,Alternative Investment Group,CTS1
17,christopher,s,democrat,22008,State of Connecticut,CTS1
18,christopher,s,democrat,21662,Shipman & Goodwin,CTS1
19,christopher,s,democrat,21500,AthenaHealth Inc,CTS1
20,matthew,corey,republican,5300,Sunbelt Rentals,CTS1
21,matthew,corey,republican,4000,Hamilton Point Investments,CTS1
22,matthew,corey,republican,2700,Carrier Enterprises,CTS1
23,matthew,corey,republican,2700,Ryan Industries,CTS1
24,matthew,corey,republican,2550,Acmt,CTS1
25,matthew,corey,republican,2000,Cly-Del Manufacturing,CTS1
26,matthew,corey,republican,2000,Darter Specialties,CTS1
27,matthew,corey,republican,2000,MGRE Co,CTS1
28,matthew,corey,republican,1950,Berlin Steel,CTS1
29,matthew,corey,republican,1825,State of Connecticut,CTS1
30,matthew,corey,republican,1500,American Airlines,CTS1
31,matthew,corey,republican,1500,Carrier Home Builders,CTS1
32,matthew,corey,republican,1500,Kamber Management,CTS1
33,matthew,corey,republican,1400,Somak Inc,CTS1
34,matthew,corey,republican,1300,Carrier Excell Home,CTS1
35,matthew,corey,republican,1120,Carrier Construction,CTS1
36,matthew,corey,republican,1010,"Theroux, Nowell & Stoughton",CTS1
37,matthew,corey,republican,1000,Acmt Inc,CTS1
38,matthew,corey,republican,1000,GK Mechanical Systems,CTS1
39,matthew,corey,republican,1000,Grassroots East,CTS1
40,matthew,corey,republican,1000,"Hinckley, Allen & Snyder",CTS1
41,matthew,corey,republican,1000,Hoffman's,CTS1
42,matthew,corey,republican,1000,Hunter Engineering,CTS1
43,matthew,corey,republican,1000,Law Office Of Peter Lumaj,CTS1
44,matthew,corey,republican,1000,Leadership Connecticut PAC,CTS1
45,matthew,corey,republican,1000,Privet Capital LLC,CTS1
46,matthew,corey,republican,1000,Vernon Republican Town Cmte,CTS1
0,john,boozman,republican,176992,Votesane PAC,ARS2
1,john,boozman,republican,64500,Pro-Israel America PAC,ARS2
2,john,boozman,republican,54350,Stephens Inc,ARS2
3,john,boozman,republican,49100,2022 Senators Classic,ARS2
4,john,boozman,republican,38750,Tyson Foods,ARS2
5,john,boozman,republican,33800,McKee Foods,ARS2
6,john,boozman,republican,32930,Walmart Inc,ARS2
7,john,boozman,republican,28300,General Atomics,ARS2
8,john,boozman,republican,25000,NextEra Energy,ARS2
9,john,boozman,republican,23200,FTX.US,ARS2
10,john,boozman,republican,22500,NorPAC,ARS2
11,john,boozman,republican,22200,Stephens Group,ARS2
12,john,boozman,republican,19800,"Brownstein, Hyatt et al",ARS2
13,john,boozman,republican,19500,Comcast Corp,ARS2
14,john,boozman,republican,19450,Cornerstone Government Affairs,ARS2
15,john,boozman,republican,18523,Van Scoyoc Assoc,ARS2
16,john,boozman,republican,17400,Starkey Hearing Technologies,ARS2
17,john,boozman,republican,16900,Maxwell Hardwood Flooring,ARS2
18,john,boozman,republican,15922,Energy Transfer LP,ARS2
19,john,boozman,republican,15500,Blackstone Group,ARS2
20,natalie,james,democrat,1035,University of Arkansas                  ,ARS2
21,natalie,james,democrat,1000,Warner Brothers Discovery,ARS2
22,natalie,james,democrat,1000,Petroleum Resources,ARS2
23,kenneth,cates,other,0,,ARS2
24,stuart,f,other,0,,ARS2
25,richard,"""nap""",other,0,,ARS2
26,james,garner,other,0,,ARS2
0,shelley,moore,republican,46000,GEO Group,WVS2
1,shelley,moore,republican,44300,FirstEnergy Corp,WVS2
2,shelley,moore,republican,31500,Elliott Management,WVS2
3,shelley,moore,republican,28000,Jennmar Corp,WVS2
4,shelley,moore,republican,27050,DISH Network,WVS2
5,shelley,moore,republican,25800,Williams Companies,WVS2
6,shelley,moore,republican,25500,NorPAC,WVS2
7,shelley,moore,republican,24700,Sullivan & Cromwell,WVS2
8,shelley,moore,republican,23075,Delta Air Lines,WVS2
9,shelley,moore,republican,22100,Dominion Energy,WVS2
10,shelley,moore,republican,19600,Senior Star,WVS2
11,shelley,moore,republican,19500,RDV Corp,WVS2
12,shelley,moore,republican,19300,Centene Corp,WVS2
13,shelley,moore,republican,18400,Blackstone Group,WVS2
14,shelley,moore,republican,17000,Bank of America,WVS2
15,shelley,moore,republican,16800,Ornstein-Schuler Companies,WVS2
16,shelley,moore,republican,16000,Goldman Sachs,WVS2
17,shelley,moore,republican,15399,Contura Energy,WVS2
18,shelley,moore,republican,14000,Blackstone,WVS2
19,shelley,moore,republican,13800,Ergon Inc,WVS2
20,paula,jean,democrat,17805,University of California                ,WVS2
21,paula,jean,democrat,17787,Alphabet Inc,WVS2
22,paula,jean,democrat,10149,Apple Inc,WVS2
23,paula,jean,democrat,9800,Levi Strauss & Co,WVS2
24,paula,jean,democrat,8656,Berkshire Hathaway,WVS2
25,paula,jean,democrat,8587,West Virginia University,WVS2
26,paula,jean,democrat,8065,Northeastern University,WVS2
27,paula,jean,democrat,7369,US Dept of Veterans Affairs,WVS2
28,paula,jean,democrat,6922,University of Washington,WVS2
29,paula,jean,democrat,5768,2u Inc,WVS2
30,paula,jean,democrat,5670,National Amusements Inc,WVS2
31,paula,jean,democrat,5600,Unit Crane,WVS2
32,paula,jean,democrat,5600,Tech Mahindra Americas,WVS2
33,paula,jean,democrat,5519,US Dept of Agriculture,WVS2
34,paula,jean,democrat,5516,"City of New York, NY",WVS2
35,paula,jean,democrat,5138,Microsoft Corp,WVS2
36,paula,jean,democrat,5045,Communications Workers of America,WVS2
37,paula,jean,democrat,5000,Courage to Change,WVS2
38,paula,jean,democrat,4859,University of Maryland,WVS2
39,paula,jean,democrat,4742,Columbia University,WVS2
40,f.,bruce,other,0,,WVS2
41,david,moran,other,0,,WVS2
0,tammy,duckworth,democrat,170570,EMILY's List,ILS2
1,tammy,duckworth,democrat,75404,Democracy Engine,ILS2
2,tammy,duckworth,democrat,48900,Simmons Hanly Conroy,ILS2
3,tammy,duckworth,democrat,44286,United Airlines Holdings,ILS2
4,tammy,duckworth,democrat,35750,J Street,ILS2
5,tammy,duckworth,democrat,35630,Bunge Ltd,ILS2
6,tammy,duckworth,democrat,32331,Centene Corp,ILS2
7,tammy,duckworth,democrat,31280,L3Harris Technologies,ILS2
8,tammy,duckworth,democrat,26710,State of Illinois                       ,ILS2
9,tammy,duckworth,democrat,25250,AAR Corp,ILS2
10,tammy,duckworth,democrat,23200,Clifford Law Offices,ILS2
11,tammy,duckworth,democrat,21340,Mesirow Financial,ILS2
12,tammy,duckworth,democrat,21095,League of Conservation Voters,ILS2
13,tammy,duckworth,democrat,19400,Power Rogers Llp,ILS2
14,tammy,duckworth,democrat,19145,Cooney & Conway,ILS2
15,tammy,duckworth,democrat,18605,Blue Cross/Blue Shield,ILS2
16,tammy,duckworth,democrat,17933,Marquis Energy,ILS2
17,tammy,duckworth,democrat,16374,Alphabet Inc,ILS2
18,tammy,duckworth,democrat,15800,American Israel Public Affairs Cmte,ILS2
19,tammy,duckworth,democrat,15800,Kirkland & Ellis,ILS2
20,kathy,salvi,republican,14300,Salvi & Maher                                     ,ILS2
21,kathy,salvi,republican,8700,Uline Inc,ILS2
22,kathy,salvi,republican,5800,Seyfarth Sidaw Llp,ILS2
23,kathy,salvi,republican,5800,Indeck Energy Services,ILS2
24,kathy,salvi,republican,5785,Park Ridge Community Bank,ILS2
25,kathy,salvi,republican,5700,Kirkland & Ellis,ILS2
26,kathy,salvi,republican,5000,Lets Get to Work PAC,ILS2
27,kathy,salvi,republican,5000,Huck PAC,ILS2
28,kathy,salvi,republican,5000,Waukegan Park District,ILS2
29,kathy,salvi,republican,5000,Badlands PAC,ILS2
30,kathy,salvi,republican,3391,ROSKAM PAC,ILS2
31,kathy,salvi,republican,2900,Payroll & Insurance Group,ILS2
32,kathy,salvi,republican,2900,Premier Eye Care Surgery,ILS2
33,kathy,salvi,republican,2900,Investements,ILS2
34,kathy,salvi,republican,2900,Juice Plus Co,ILS2
35,kathy,salvi,republican,2900,Kaluzny Brothers,ILS2
36,kathy,salvi,republican,2900,Indesk Energy Services,ILS2
37,kathy,salvi,republican,2900,Guarantee Trust Life Insurance Co,ILS2
38,kathy,salvi,republican,2900,GCG Partners,ILS2
39,kathy,salvi,republican,2900,Atlas Wealth Management,ILS2
40,bill,redpath,other,1000,Bell Flavors & Fragrances,ILS2
41,bill,redpath,other,1000,Howard Simon,ILS2
42,bill,redpath,other,1000,University of Virginia,ILS2
43,daniel,hauskins,other,0,,ILS2
44,bradley,hodges,other,0,,ILS2
0,debbie,stabenow,democrat,208170,EMILY's List,MIS2
1,debbie,stabenow,democrat,135423,University of Michigan,MIS2
2,debbie,stabenow,democrat,101000,Votesane PAC,MIS2
3,debbie,stabenow,democrat,94800,Democratic Senatorial Campaign Cmte,MIS2
4,debbie,stabenow,democrat,94800,Democratic Senatorial Campaign Cmte,MIS2
5,debbie,stabenow,democrat,87675,"Paul, Weiss et al",MIS2
6,debbie,stabenow,democrat,79097,DowDuPont,MIS2
7,debbie,stabenow,democrat,69793,Democracy Engine,MIS2
8,debbie,stabenow,democrat,58668,DTE Energy,MIS2
9,debbie,stabenow,democrat,57968,Henry Ford Health System,MIS2
10,debbie,stabenow,democrat,57090,Quicken Loans,MIS2
11,debbie,stabenow,democrat,54350,Blue Cross/Blue Shield,MIS2
12,debbie,stabenow,democrat,49995,Goldman Sachs,MIS2
13,debbie,stabenow,democrat,45228,Ford Motor Co,MIS2
14,debbie,stabenow,democrat,42500,NorPAC,MIS2
15,debbie,stabenow,democrat,41963,Citigroup Inc,MIS2
16,debbie,stabenow,democrat,38200,Delta Dental Plans Assn,MIS2
17,debbie,stabenow,democrat,37133,Womencount PAC,MIS2
18,debbie,stabenow,democrat,36010,JPMorgan Chase & Co,MIS2
19,debbie,stabenow,democrat,35823,Michigan State University,MIS2
20,debbie,stabenow,democrat,35500,Sterling Group,MIS2
21,john,james,republican,232451,Senate Conservatives Fund,MIS2
22,john,james,republican,47400,National Republican Senatorial Cmte,MIS2
23,john,james,republican,30700,Alticor Inc,MIS2
24,john,james,republican,25200,Agree Realty,MIS2
25,john,james,republican,21755,James Group International,MIS2
26,john,james,republican,21600,Sibsco LLC,MIS2
27,john,james,republican,18900,Gallagher-Kaiser Corp,MIS2
28,john,james,republican,18226,Meridian Health Plan,MIS2
29,john,james,republican,18100,Rhp Properties,MIS2
30,john,james,republican,17400,Sas Global,MIS2
31,john,james,republican,17000,Farbman Group,MIS2
32,john,james,republican,16200,Amerifirst Mortgage,MIS2
33,john,james,republican,16200,Haworth Inc                                       ,MIS2
34,john,james,republican,16200,Kojaian Companies,MIS2
35,john,james,republican,14850,Merrill,MIS2
36,john,james,republican,13500,Amway Corp,MIS2
37,john,james,republican,13500,RDV Corp,MIS2
38,john,james,republican,13285,Penske Corp,MIS2
39,john,james,republican,13252,Williams Group International,MIS2
40,john,james,republican,13250,Fritz Enterprises,MIS2
41,valerie,willis,other,0,,MIS2
42,marcia,squier,other,0,,MIS2
43,john,howard,other,0,,MIS2
44,george,huffman,other,0,,MIS2
0,jerry,moran,republican,129925,Votesane PAC,KSS2
1,jerry,moran,republican,67000,American Israel Public Affairs Cmte,KSS2
2,jerry,moran,republican,43600,DISH Network,KSS2
3,jerry,moran,republican,36800,Apollo Global Management,KSS2
4,jerry,moran,republican,31950,Cox Enterprises                         ,KSS2
5,jerry,moran,republican,26400,Comcast Corp,KSS2
6,jerry,moran,republican,24800,NorPAC,KSS2
7,jerry,moran,republican,24500,NextEra Energy,KSS2
8,jerry,moran,republican,24000,GEO Group,KSS2
9,jerry,moran,republican,23050,Berkshire Hathaway,KSS2
10,jerry,moran,republican,22100,General Atomics,KSS2
11,jerry,moran,republican,21000,Kit Bond Strategies,KSS2
12,jerry,moran,republican,17400,Castle Harlan Inc,KSS2
13,jerry,moran,republican,17000,National Assn of Broadcasters,KSS2
14,jerry,moran,republican,15922,Energy Transfer LP,KSS2
15,jerry,moran,republican,14753,Walter Oil & Gas,KSS2
16,jerry,moran,republican,14400,Microsoft Corp,KSS2
17,jerry,moran,republican,13800,Koch Industries,KSS2
18,jerry,moran,republican,13799,JPMorgan Chase & Co,KSS2
19,jerry,moran,republican,13100,"Brownstein, Hyatt et al                 ",KSS2
20,mark,holland,democrat,11600,Stifel Financial,KSS2
21,mark,holland,democrat,5800,Travel Guide,KSS2
22,mark,holland,democrat,5800,Wonderful Co,KSS2
23,mark,holland,democrat,5800,Mbio Diagnostics,KSS2
24,mark,holland,democrat,5800,K Rowe Investments,KSS2
25,mark,holland,democrat,5800,Lightdeck Diagnostics,KSS2
26,mark,holland,democrat,5044,Docking Group,KSS2
27,mark,holland,democrat,4900,Vantedge Partners,KSS2
28,mark,holland,democrat,4176,University of Kansas,KSS2
29,mark,holland,democrat,4000,University of Kansas Medical Center,KSS2
30,mark,holland,democrat,3875,"Glassman, Bird & Powell",KSS2
31,mark,holland,democrat,3400,ENGIE,KSS2
32,mark,holland,democrat,3350,Ku Medical Center,KSS2
33,mark,holland,democrat,3250,Wesley Theological Seminary,KSS2
34,mark,holland,democrat,3000,Williams College,KSS2
35,mark,holland,democrat,3000,"Shook, Hardy & Bacon",KSS2
36,mark,holland,democrat,2900,Tifec LLC,KSS2
37,mark,holland,democrat,2900,World-Wide Holdings,KSS2
38,mark,holland,democrat,2900,Odradek Records,KSS2
39,mark,holland,democrat,2900,Pricemgmtco,KSS2
40,david,graham,other,0,,KSS2
0,chris,coons,democrat,97975,"Young, Conaway et al                    ",DES2
1,chris,coons,democrat,79100,Apollo Global Management,DES2
2,chris,coons,democrat,54100,Jane Street Capital                               ,DES2
3,chris,coons,democrat,32777,DuPont Co,DES2
4,chris,coons,democrat,31500,Democracy Engine,DES2
5,chris,coons,democrat,31000,Amgen Inc,DES2
6,chris,coons,democrat,28000,Centerview Partners,DES2
7,chris,coons,democrat,27514,Comcast Corp,DES2
8,chris,coons,democrat,25020,Microsoft Corp,DES2
9,chris,coons,democrat,23500,Grant & Eisenhofer,DES2
10,chris,coons,democrat,23300,Bergman Draper Oslund,DES2
11,chris,coons,democrat,23000,DISH Network,DES2
12,chris,coons,democrat,22600,Discover Financial Services,DES2
13,chris,coons,democrat,21100,Gfp Real Estate,DES2
14,chris,coons,democrat,20901,Blackstone Group,DES2
15,chris,coons,democrat,20608,WL Gore & Assoc,DES2
16,chris,coons,democrat,20100,Goldman Sachs,DES2
17,chris,coons,democrat,19800,Sullivan & Cromwell,DES2
18,chris,coons,democrat,18605,K&L Gates,DES2
19,chris,coons,democrat,17000,Buccini/Pollin Group,DES2
20,lauren,witzke,republican,11200,Berg & Berg,DES2
21,lauren,witzke,republican,5600,Sheet Metal Contracting,DES2
22,lauren,witzke,republican,5600,Stevie Stacks Entertainment,DES2
23,lauren,witzke,republican,5000,Ema,DES2
24,lauren,witzke,republican,3800,Nucor Corp,DES2
25,lauren,witzke,republican,3521,Farmer Fresh Produce,DES2
26,lauren,witzke,republican,3500,National Appliance Warehouse,DES2
