affiliateid,orgid,pacid,cycle,CID,FirstLastP,Contrib,Indivs,Pacs,Total,Rank,CRPICO,ReleaseDate,NetRcpts
"","",C00797670,2022,N00031688,John Hoeven (R),American Israel Public Affairs Cmte,39950,7900,47850,1,I,2022-10-28 00:00:00 +0000,4161915.11
"","",C00699470,2022,N00031688,John Hoeven (R),Pro-Israel America PAC,39800,0,39800,2,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000021873,"",2022,N00031688,John Hoeven (R),Blackstone Group,24731,0,24731,3,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000034447,"",2022,N00031688,John Hoeven (R),Hess Corp,13400,10000,23400,4,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),FTX.US,23200,0,23200,5,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),Elingson Companies,21520,0,21520,6,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),Energy Transfer LP,15922,2500,18422,7,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000000317,"",2022,N00031688,John Hoeven (R),General Atomics,17100,0,17100,8,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000027521,"",2022,N00031688,John Hoeven (R),MDU Resources Group,6400,9500,15900,9,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000030898,"",2022,N00031688,John Hoeven (R),Walter Oil & Gas,14753,0,14753,10,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000000219,"",2022,N00031688,John Hoeven (R),American Crystal Sugar,2550,10000,12550,11,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000000303,"",2022,N00031688,John Hoeven (R),ConocoPhillips,1806,10000,11806,12,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),Daniel Companies,11600,0,11600,13,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000033676,"",2022,N00031688,John Hoeven (R),Forcht Group of Kentucky,11600,0,11600,14,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000061745,"",2022,N00031688,John Hoeven (R),Hunt Companies,11600,0,11600,15,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000032027,"",2022,N00031688,John Hoeven (R),Bobby Cox Companies,11600,0,11600,16,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),Lmbi Lp,11600,0,11600,17,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),Reliance Telephone,11600,0,11600,18,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00031688,John Hoeven (R),Standard Industries,11600,0,11600,19,I,2022-10-28 00:00:00 +0000,4161915.11
"",D000057166,"",2022,N00031688,John Hoeven (R),State of North Dakota,11550,0,11550,20,I,2022-10-28 00:00:00 +0000,4161915.11
"","","",2022,N00050758,Katrina Christiansen (D),K Rowe Investments,2900,0,2900,1,C,2022-10-28 00:00:00 +0000,92622.92
"","","",2022,N00050758,Katrina Christiansen (D),Mark Haugen for Congress,0,2000,2000,2,C,2022-10-28 00:00:00 +0000,92622.92
"","","",2022,N00050758,Katrina Christiansen (D),Mj Engineering,2000,0,2000,3,C,2022-10-28 00:00:00 +0000,92622.92
"","","",2022,N00050758,Katrina Christiansen (D),Phoenix Seed,1505,0,1505,4,C,2022-10-28 00:00:00 +0000,92622.92
"","","",2022,N00050758,Katrina Christiansen (D),Hatch Realty,1100,0,1100,5,C,2022-10-28 00:00:00 +0000,92622.92
"",D000031844,"",2022,N00050758,Katrina Christiansen (D),Battelle Memorial Institute,1075,0,1075,6,C,2022-10-28 00:00:00 +0000,92622.92
"","","",2022,N00050758,Katrina Christiansen (D),Baker Family Medicine,1000,0,1000,7,C,2022-10-28 00:00:00 +0000,92622.92
"",D000034744,"",2022,N00050758,Katrina Christiansen (D),Iowa State University,1000,0,1000,8,C,2022-10-28 00:00:00 +0000,92622.92
