affiliateid,orgid,pacid,cycle,CID,FirstLastP,Contrib,Indivs,Pacs,Total,Rank,CRPICO,ReleaseDate,NetRcpts
"",D000000288,"",2018,N00027605,Jon Tester (D),League of Conservation Voters,504899,7946,512845,1,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000085,"",2018,N00027605,Jon Tester (D),Goldman Sachs,126005,10000,136005,2,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000769,"",2018,N00027605,Jon Tester (D),"Paul, Weiss et al",73083,0,73083,3,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000065181,"",2018,N00027605,Jon Tester (D),Votesane PAC,65750,0,65750,4,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000043963,"",2018,N00027605,Jon Tester (D),State of Montana,61821,0,61821,5,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000071,"",2018,N00027605,Jon Tester (D),Citigroup Inc,45910,10000,55910,6,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000022252,"",2018,N00027605,Jon Tester (D),Simmons Hanly Conroy,54450,0,54450,7,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000021873,"",2018,N00027605,Jon Tester (D),Blackstone Group,52100,0,52100,8,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000063162,"",2018,N00027605,Jon Tester (D),"Robbins, Geller et al",51400,0,51400,9,I,2019-06-10 00:00:00 +0000,20944241.53
D000000195,D000021757,"",2018,N00027605,Jon Tester (D),BNSF Railway,40781,10000,50781,10,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000672,"",2018,N00027605,Jon Tester (D),Charter Communications,37913,10000,47913,11,I,2019-06-10 00:00:00 +0000,20944241.53
"","","",2018,N00027605,Jon Tester (D),Democratic Senatorial Campaign Cmte,0,47400,47400,12,I,2019-06-10 00:00:00 +0000,20944241.53
"","","",2018,N00027605,Jon Tester (D),Democratic Senatorial Campaign Cmte,0,47400,47400,12,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000172,"",2018,N00027605,Jon Tester (D),MetLife Inc,36637,10000,46637,13,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000022121,"",2018,N00027605,Jon Tester (D),Motley Rice LLC,45400,0,45400,14,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000043824,"",2018,N00027605,Jon Tester (D),Montana State University,44991,0,44991,15,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000030674,"",2018,N00027605,Jon Tester (D),University of Montana,44556,0,44556,16,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000724,"",2018,N00027605,Jon Tester (D),"Brownstein, Hyatt et al",33910,7500,41410,17,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000021890,"",2018,N00027605,Jon Tester (D),Capital Group Companies,31025,10000,41025,18,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000103,"",2018,N00027605,Jon Tester (D),JPMorgan Chase & Co,30013,10000,40013,19,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000031082,"",2018,N00027605,Jon Tester (D),Williams Kherkher,37800,0,37800,20,I,2019-06-10 00:00:00 +0000,20944241.53
"",D000000763,"",2018,N00035517,Matt Rosendale (R),Club for Growth,375218,604,375822,1,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000028985,"",2018,N00035517,Matt Rosendale (R),Senate Conservatives Fund,225834,0,225834,2,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000034833,"",2018,N00035517,Matt Rosendale (R),Jennmar Corp,49000,0,49000,3,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"","","",2018,N00035517,Matt Rosendale (R),National Republican Senatorial Cmte,0,47400,47400,4,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"","","",2018,N00035517,Matt Rosendale (R),Yellowstone Bank,24000,0,24000,5,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"","","",2018,N00035517,Matt Rosendale (R),Pioneer Medical Center,21700,0,21700,6,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000031616,"",2018,N00035517,Matt Rosendale (R),Arizona Diamondbacks,21600,0,21600,7,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000063958,"",2018,N00035517,Matt Rosendale (R),Wallace Electrical Systems,21300,0,21300,8,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000063781,"",2018,N00035517,Matt Rosendale (R),Triple Creek Ranch,21200,0,21200,9,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000036804,"",2018,N00035517,Matt Rosendale (R),Prescott Investors,20000,0,20000,10,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000035605,"",2018,N00035517,Matt Rosendale (R),Bernard Marcus Family Foundation,19900,0,19900,11,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"",D000031612,"",2018,N00035517,Matt Rosendale (R),Ariel Corp,17000,0,17000,12,C,2019-06-10 00:00:00 +0000,5563837.9399999995
"","","",2018,N00035517,Matt Rosendale (R),Jc Billion Inc,16200,0,16200,13,C,2019-06-10 00:00:00 +0000,5563837.9399999995
